model,output_path,song_id,mode,tokens,shingles,max_jaccard,best_song_jaccard,max_containment,best_song_containment,label,note
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/040-madeup_all-crimson-scenes-trio-paper-skylines.txt,040-madeup_all-crimson-scenes-trio-paper-skylines,madeup_all,7,3,0.0049,/app/resources/database/A/A Day To Remember/Common Courtesy/Life @ 11,0.3333,/app/resources/database/A/A Day To Remember/Common Courtesy/Life @ 11,correct,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/136-switch_album-placebo-no-4-special-needs.txt,136-switch_album-placebo-no-4-special-needs,switch_album,31,27,0.0109,/app/resources/database/P/Panic At The Disco/Pretty Odd/We're So Starving,0.1154,/app/resources/database/B/Being As An Ocean/How We Both Wondrously Perish/L'exquisite Douleur,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/170-switch_author-system-of-a-down-the-colour-and-the-shape-everlong.txt,170-switch_author-system-of-a-down-the-colour-and-the-shape-everlong,switch_author,13,9,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/200-switch_author-lest-we-forget-the-best-of-rock-is-dead.txt,200-switch_author-lest-we-forget-the-best-of-rock-is-dead,switch_author,22,18,0.0467,/app/resources/database/T/The Killing Tree/The Romance of Helen Trent/The Perfect,0.5556,/app/resources/database/T/The Killing Tree/The Romance of Helen Trent/The Perfect,correct,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/071-madeup_all-fading-fables-project-crimson-scenes-black-line.txt,071-madeup_all-fading-fables-project-crimson-scenes-black-line,madeup_all,33,29,0.0084,/app/resources/database/Y/Yello/Stella/Koladi-Ola,0.0345,/app/resources/database/T/Twenty One Pilots/Blurryface/Not Today,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/029-switch_album-cage-mayhem-i-never-knew-you.txt,029-switch_album-cage-mayhem-i-never-knew-you,switch_album,27,23,0.0046,/app/resources/database/T/The Amity Affliction/Let The Ocean Take Me/Pittsburgh - No Intro,0.1111,/app/resources/database/R/Rise Against/The Black Market/The Black Market,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/128-real-ok-kid-ok-kid-am-ende.txt,128-real-ok-kid-ok-kid-am-ende,real,5,1,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/033-real-callejon-man-spricht-deutsch-schwule-madchen.txt,033-real-callejon-man-spricht-deutsch-schwule-madchen,real,6,2,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/076-madeup_all-fever-rooms-orchestra-dreams-of-lights-fragments-32.txt,076-madeup_all-fever-rooms-orchestra-dreams-of-lights-fragments-32,madeup_all,15,11,0.0154,/app/resources/database/P/Parcels/Day∕Night/Icallthishome,0.0909,/app/resources/database/I/Iron Maiden/Killers/Murders in the Rue Morgue,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/059-switch_title-dope-group-therapy-galaxy.txt,059-switch_title-dope-group-therapy-galaxy,switch_title,14,10,0.0048,/app/resources/database/A/A Day To Remember/Common Courtesy/Life @ 11,0.1429,/app/resources/database/A/A Day To Remember/Common Courtesy/Life @ 11,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/109-switch_author-marty-robbins-hoagascht-nachteule.txt,109-switch_author-marty-robbins-hoagascht-nachteule,switch_author,18,14,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/108-switch_title-marilyn-manson-the-golden-age-of-grotesque-pulmonary-archery.txt,108-switch_title-marilyn-manson-the-golden-age-of-grotesque-pulmonary-archery,switch_title,15,11,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/037-switch_album-casper-ein-bisschen-frieden-im-ascheregen.txt,037-switch_album-casper-ein-bisschen-frieden-im-ascheregen,switch_album,12,8,0.0105,/app/resources/database/N/Nicole/Ein bisschen Frieden/Ein bisschen Frieden,0.25,/app/resources/database/N/Nicole/Ein bisschen Frieden/Ein bisschen Frieden,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/080-madeup_all-golden-rooms-trio-paper-skylines-lights-66.txt,080-madeup_all-golden-rooms-trio-paper-skylines-lights-66,madeup_all,16,12,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/126-madeup_all-noah-khan-scenes-of-fables-intro.txt,126-madeup_all-noah-khan-scenes-of-fables-intro,madeup_all,30,26,0.0253,/app/resources/database/P/Parcels/Day∕Night/Icallthishome,0.1154,/app/resources/database/I/Iron Maiden/Killers/Murders in the Rue Morgue,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/012-madeup_all-ava-valen-scenes-of-lights-white-room.txt,012-madeup_all-ava-valen-scenes-of-lights-white-room,madeup_all,9,5,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/014-real-billy-talent-billy-talent-ii-worker-bees.txt,014-real-billy-talent-billy-talent-ii-worker-bees,real,512,508,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/094-madeup_all-kai-rossi-crimson-horizons-white-sky.txt,094-madeup_all-kai-rossi-crimson-horizons-white-sky,madeup_all,9,5,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/085-real-hundredth-let-go-restless.txt,085-real-hundredth-let-go-restless,real,27,23,0.0169,/app/resources/database/B/Boy Harsher/Careful/Lost,0.1739,/app/resources/database/B/Boy Harsher/Careful/Lost,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/148-switch_album-right-said-fred-d-w-i-s-i-m-too-sexy.txt,148-switch_album-right-said-fred-d-w-i-s-i-m-too-sexy,switch_album,24,20,0.0326,/app/resources/database/R/Right Said Fred/Up/I'm Too Sexy,0.3,/app/resources/database/R/Right Said Fred/Up/I'm Too Sexy,correct,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/051-switch_title-deichkind-bitte-ziehen-sie-durch-careless.txt,051-switch_title-deichkind-bitte-ziehen-sie-durch-careless,switch_title,6,2,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/135-real-pendulum-hold-your-colour-through-the-loop.txt,135-real-pendulum-hold-your-colour-through-the-loop,real,56,52,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/120-madeup_all-neon-horizons-trio-emerald-dreams.txt,120-madeup_all-neon-horizons-trio-emerald-dreams,madeup_all,8,4,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/019-switch_title-boy-harsher-careful-the-terminal.txt,019-switch_title-boy-harsher-careful-the-terminal,switch_title,35,31,0.0238,/app/resources/database/P/Parcels/Day∕Night/Icallthishome,0.0968,/app/resources/database/I/Iron Maiden/Killers/Murders in the Rue Morgue,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/152-switch_album-sandra-burial-ground-in-the-heat-of-the-night.txt,152-switch_album-sandra-burial-ground-in-the-heat-of-the-night,switch_album,745,741,0.0143,/app/resources/database/A/Archive/You All Look The Same To Me/Goodbye,0.2222,/app/resources/database/A/Archive/You All Look The Same To Me/Goodbye,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/087-switch_author-hurts-the-ultimate-monty-python-rip-off-always-look-on-the-bright-side-of-life.txt,087-switch_author-hurts-the-ultimate-monty-python-rip-off-always-look-on-the-bright-side-of-life,switch_author,194,190,0.0189,/app/resources/database/M/Monty Python/The Ultimate Monty Python Rip Off/Always Look On The Bright Side Of Life,0.1379,/app/resources/database/M/Monty Python/The Ultimate Monty Python Rip Off/Always Look On The Bright Side Of Life,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/131-real-opeth-ghost-reveries-atonement.txt,131-real-opeth-ghost-reveries-atonement,real,34,30,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/168-switch_title-sunglasses-kid-unpredictable-golden-letters.txt,168-switch_title-sunglasses-kid-unpredictable-golden-letters,switch_title,7,3,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/025-switch_author-breaking-benjamin-ghost-empire-who-we-are.txt,025-switch_author-breaking-benjamin-ghost-empire-who-we-are,switch_author,27,23,0.0037,/app/resources/database/A/August Burns Red/Found In Far Away Places/Ghosts,0.0435,/app/resources/database/A/August Burns Red/Found In Far Away Places/Ghosts,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/185-switch_author-thom-yorke-full-circle-stitches.txt,185-switch_author-thom-yorke-full-circle-stitches,switch_author,48,44,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/058-switch_album-donots-v-is-for-vagina-dann-ohne-mich.txt,058-switch_album-donots-v-is-for-vagina-dann-ohne-mich,switch_album,3,0,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/062-madeup_all-electric-dreams-orchestra-paper-waves.txt,062-madeup_all-electric-dreams-orchestra-paper-waves,madeup_all,28,24,0.0044,/app/resources/database/W/Wovenwar/Wovenwar/All Rise,0.0417,/app/resources/database/W/Wovenwar/Wovenwar/All Rise,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/186-real-twenty-one-pilots-blurryface-heavydirtysoul.txt,186-real-twenty-one-pilots-blurryface-heavydirtysoul,real,54,50,0.0044,/app/resources/database/A/A Day To Remember/Common Courtesy/Life @ 11,0.0385,/app/resources/database/A/A Day To Remember/Common Courtesy/Life @ 11,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/119-switch_author-my-life-with-the-thrill-kill-kult-buy-beg-or-steal.txt,119-switch_author-my-life-with-the-thrill-kill-kult-buy-beg-or-steal,switch_author,28,24,0.0046,/app/resources/database/A/A Day To Remember/Common Courtesy/Life @ 11,0.0556,/app/resources/database/A/A Day To Remember/Common Courtesy/Life @ 11,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/145-madeup_all-remy-fischer-hollow-motors-skylines-39.txt,145-madeup_all-remy-fischer-hollow-motors-skylines-39,madeup_all,28,24,0.0046,/app/resources/database/A/A Day To Remember/Common Courtesy/Life @ 11,0.0556,/app/resources/database/T/The Midnight/Nocturnal/Shadows,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/044-switch_title-curve-horror-head-rooms-96.txt,044-switch_title-curve-horror-head-rooms-96,switch_title,81,77,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/011-madeup_all-ava-rossi-silver-fables-silent-windows.txt,011-madeup_all-ava-rossi-silver-fables-silent-windows,madeup_all,12,8,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/122-real-new-model-army-impurity-lurhstaap.txt,122-real-new-model-army-impurity-lurhstaap,real,34,30,0.0241,/app/resources/database/P/Parcels/Day∕Night/Icallthishome,0.1,/app/resources/database/I/Iron Maiden/Killers/Murders in the Rue Morgue,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/107-switch_album-mareux-bloody-stream-the-perfect-girl.txt,107-switch_album-mareux-bloody-stream-the-perfect-girl,switch_album,18,14,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/101-madeup_all-lena-moreau-paper-scenes-intro.txt,101-madeup_all-lena-moreau-paper-scenes-intro,madeup_all,11,7,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/035-switch_title-candlebox-candlebox-blue-light.txt,035-switch_title-candlebox-candlebox-blue-light,switch_title,4,0,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/070-madeup_all-fading-echoes-collective-endless-gardens-skylines-74.txt,070-madeup_all-fading-echoes-collective-endless-gardens-skylines-74,madeup_all,25,21,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/104-switch_title-linkin-park-hybrid-theory-white-room.txt,104-switch_title-linkin-park-hybrid-theory-white-room,switch_title,23,19,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/176-switch_album-the-hillbilly-moon-explosion-happy-hour-bop-til-you-drop.txt,176-switch_album-the-hillbilly-moon-explosion-happy-hour-bop-til-you-drop,switch_album,28,24,0.0426,/app/resources/database/T/The Hillbilly Moon Explosion/Call Me/Bop Til You Drop,1.0,/app/resources/database/T/The Hillbilly Moon Explosion/Call Me/Bop Til You Drop,correct,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/097-switch_album-kelli-ali-equal-vision-records-presents-new-sounds-2011-lucifer-rising.txt,097-switch_album-kelli-ali-equal-vision-records-presents-new-sounds-2011-lucifer-rising,switch_album,48,44,0.0064,/app/resources/database/A/As I Lay Dying/An Ocean Between Us/Wrath Upon Ourselves,0.0263,/app/resources/database/T/The Romantics/In Heat/Talking In Your Sleep,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/024-real-breakdown-of-sanity-the-last-sunset-break.txt,024-real-breakdown-of-sanity-the-last-sunset-break,real,12,8,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/074-switch_album-feine-sahne-fischfilet-sinfonie-des-wahnsinns-ich-glaube-dir.txt,074-switch_album-feine-sahne-fischfilet-sinfonie-des-wahnsinns-ich-glaube-dir,switch_album,25,21,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/127-switch_title-of-mice-men-of-mice-men-black-light.txt,127-switch_title-of-mice-men-of-mice-men-black-light,switch_title,20,16,0.0145,/app/resources/database/F/Freaks of Desire/Unknown Album/Unknown Song,0.2,/app/resources/database/F/Freaks of Desire/Unknown Album/Unknown Song,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/118-switch_author-mxmtoon-no-name-face-hanging-by-a-moment.txt,118-switch_author-mxmtoon-no-name-face-hanging-by-a-moment,switch_author,14,10,0.0048,/app/resources/database/T/The Amity Affliction/Let The Ocean Take Me/Never Alone,0.2,/app/resources/database/T/The Amity Affliction/Let The Ocean Take Me/Never Alone,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/021-switch_title-brand-new-leaked-demos-2006-interlude.txt,021-switch_title-brand-new-leaked-demos-2006-interlude,switch_title,8,4,0.0,,0.0,,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/067-switch_author-enigma-found-in-far-away-places-identity.txt,067-switch_author-enigma-found-in-far-away-places-identity,switch_author,25,21,0.0056,/app/resources/database/M/Marilyn Manson/Holly Wood/The Fight Song,0.0476,/app/resources/database/O/Opeth/Ghost Reveries/Ghost of Perdition,hallucinate,
openrouter-meta-llama-llama-3.1-8b-instruct,/app/resources/out/openrouter-meta-llama-llama-3.1-8b-instruct/173-real-the-clash-hits-back-i-fought-the-law.txt,173-real-the-clash-hits-back-i-fought-the-law,real,8,4,0.0417,/app/resources/database/T/The Clash/Hits Back/I Fought the Law,1.0,/app/resources/database/T/The Clash/Hits Back/I Fought the Law,correct,
